Locus	group	chr	start	stop	Trait	Status	Syngroup	chr	start	end	Trait	homotype	 syn_reg_ids
c1.loc91	0	1	-0.59999999	208	ENSRNOG00000002011	synhomsame	89	19	3	7	ENSMUSG00000029255	ortholog_one2one	33255,33256,33257,33258,33314,33357,33358,33359,33360,33361,33362,33363,33364,33365,33366,33384,33385,33450,33451,33452,33453,33454,33455,33456,33457,33458,33459,33460,33461,33462,33463,33464,33465,33466,33467,33468,33469,33470,33471,33472,33473,33474,33475,33476,33477,33478,36259,36262,36269,36270,36271,36272,36273,36274,36275,36276,36280,36283,36284,36330,36331,36332,36333,36334,36340,36341,36342,36345,36346,36347,36348,36349,36350,36352,36392,36393,36394,36395,36396,36397,36413,36487,36493,36518,36519,36520,36521,36522,36523,36524,36525,36579,36587,36589
c1.loc91	0	1	-0.59999999	208	ENSRNOG00000016685	synhomsame	148	7	28.40221596	30.40221596	ENSMUSG00000007480	ortholog_one2one	33255,33256,33257,33258,33314,33357,33358,33359,33360,33361,33362,33363,33364,33365,33366,33384,33385,33450,33451,33452,33453,33454,33455,33456,33457,33458,33459,33460,33461,33462,33463,33464,33465,33466,33467,33468,33469,33470,33471,33472,33473,33474,33475,33476,33477,33478,36259,36262,36269,36270,36271,36272,36273,36274,36275,36276,36280,36283,36284,36330,36331,36332,36333,36334,36340,36341,36342,36345,36346,36347,36348,36349,36350,36352,36392,36393,36394,36395,36396,36397,36413,36487,36493,36518,36519,36520,36521,36522,36523,36524,36525,36579,36587,36589
c1.loc92	0	1	-0.59999999	208	ENSRNOG00000014639	synhomsame	148	7	28.40221596	30.40221596	ENSMUSG00000046159	ortholog_one2one	33255,33256,33257,33258,33314,33357,33358,33359,33360,33361,33362,33363,33364,33365,33366,33384,33385,33450,33451,33452,33453,33454,33455,33456,33457,33458,33459,33460,33461,33462,33463,33464,33465,33466,33467,33468,33469,33470,33471,33472,33473,33474,33475,33476,33477,33478,36259,36262,36269,36270,36271,36272,36273,36274,36275,36276,36280,36283,36284,36330,36331,36332,36333,36334,36340,36341,36342,36345,36346,36347,36348,36349,36350,36352,36392,36393,36394,36395,36396,36397,36413,36487,36493,36518,36519,36520,36521,36522,36523,36524,36525,36579,36587,36589
c1.loc92	0	1	-0.59999999	208	ENSRNOG00000016685	synhomsame	148	7	28.40221596	30.40221596	ENSMUSG00000007480	ortholog_one2one	33255,33256,33257,33258,33314,33357,33358,33359,33360,33361,33362,33363,33364,33365,33366,33384,33385,33450,33451,33452,33453,33454,33455,33456,33457,33458,33459,33460,33461,33462,33463,33464,33465,33466,33467,33468,33469,33470,33471,33472,33473,33474,33475,33476,33477,33478,36259,36262,36269,36270,36271,36272,36273,36274,36275,36276,36280,36283,36284,36330,36331,36332,36333,36334,36340,36341,36342,36345,36346,36347,36348,36349,36350,36352,36392,36393,36394,36395,36396,36397,36413,36487,36493,36518,36519,36520,36521,36522,36523,36524,36525,36579,36587,36589
c1.loc92	0	1	-0.59999999	208	ENSRNOG00000018521	synhomsame	12	10	-1	3	ENSMUSG00000026237	ortholog_one2one	33255,33256,33257,33258,33314,33357,33358,33359,33360,33361,33362,33363,33364,33365,33366,33384,33385,33450,33451,33452,33453,33454,33455,33456,33457,33458,33459,33460,33461,33462,33463,33464,33465,33466,33467,33468,33469,33470,33471,33472,33473,33474,33475,33476,33477,33478,36259,36262,36269,36270,36271,36272,36273,36274,36275,36276,36280,36283,36284,36330,36331,36332,36333,36334,36340,36341,36342,36345,36346,36347,36348,36349,36350,36352,36392,36393,36394,36395,36396,36397,36413,36487,36493,36518,36519,36520,36521,36522,36523,36524,36525,36579,36587,36589
c1.loc92	0	1	-0.59999999	208	ENSRNOG00000020787	synhomsame	147	7	23	28	ENSMUSG00000038194	ortholog_one2one	33255,33256,33257,33258,33314,33357,33358,33359,33360,33361,33362,33363,33364,33365,33366,33384,33385,33450,33451,33452,33453,33454,33455,33456,33457,33458,33459,33460,33461,33462,33463,33464,33465,33466,33467,33468,33469,33470,33471,33472,33473,33474,33475,33476,33477,33478,36259,36262,36269,36270,36271,36272,36273,36274,36275,36276,36280,36283,36284,36330,36331,36332,36333,36334,36340,36341,36342,36345,36346,36347,36348,36349,36350,36352,36392,36393,36394,36395,36396,36397,36413,36487,36493,36518,36519,36520,36521,36522,36523,36524,36525,36579,36587,36589
c1.loc93	0	1	-0.59999999	208	ENSRNOG00000014639	synhomsame	148	7	28.40221596	30.40221596	ENSMUSG00000046159	ortholog_one2one	33255,33256,33257,33258,33314,33357,33358,33359,33360,33361,33362,33363,33364,33365,33366,33384,33385,33450,33451,33452,33453,33454,33455,33456,33457,33458,33459,33460,33461,33462,33463,33464,33465,33466,33467,33468,33469,33470,33471,33472,33473,33474,33475,33476,33477,33478,36259,36262,36269,36270,36271,36272,36273,36274,36275,36276,36280,36283,36284,36330,36331,36332,36333,36334,36340,36341,36342,36345,36346,36347,36348,36349,36350,36352,36392,36393,36394,36395,36396,36397,36413,36487,36493,36518,36519,36520,36521,36522,36523,36524,36525,36579,36587,36589
c1.loc93	0	1	-0.59999999	208	ENSRNOG00000018521	synhomsame	12	10	-1	3	ENSMUSG00000026237	ortholog_one2one	33255,33256,33257,33258,33314,33357,33358,33359,33360,33361,33362,33363,33364,33365,33366,33384,33385,33450,33451,33452,33453,33454,33455,33456,33457,33458,33459,33460,33461,33462,33463,33464,33465,33466,33467,33468,33469,33470,33471,33472,33473,33474,33475,33476,33477,33478,36259,36262,36269,36270,36271,36272,36273,36274,36275,36276,36280,36283,36284,36330,36331,36332,36333,36334,36340,36341,36342,36345,36346,36347,36348,36349,36350,36352,36392,36393,36394,36395,36396,36397,36413,36487,36493,36518,36519,36520,36521,36522,36523,36524,36525,36579,36587,36589
c1.loc94	0	1	-0.59999999	208	ENSRNOG00000016685	synhomsame	148	7	28.40221596	30.40221596	ENSMUSG00000007480	ortholog_one2one	33255,33256,33257,33258,33314,33357,33358,33359,33360,33361,33362,33363,33364,33365,33366,33384,33385,33450,33451,33452,33453,33454,33455,33456,33457,33458,33459,33460,33461,33462,33463,33464,33465,33466,33467,33468,33469,33470,33471,33472,33473,33474,33475,33476,33477,33478,36259,36262,36269,36270,36271,36272,36273,36274,36275,36276,36280,36283,36284,36330,36331,36332,36333,36334,36340,36341,36342,36345,36346,36347,36348,36349,36350,36352,36392,36393,36394,36395,36396,36397,36413,36487,36493,36518,36519,36520,36521,36522,36523,36524,36525,36579,36587,36589
c1.loc94	0	1	-0.59999999	208	ENSRNOG00000017514	synhomsame	151	7	63	71	ENSMUSG00000000706	ortholog_one2one	33255,33256,33257,33258,33314,33357,33358,33359,33360,33361,33362,33363,33364,33365,33366,33384,33385,33450,33451,33452,33453,33454,33455,33456,33457,33458,33459,33460,33461,33462,33463,33464,33465,33466,33467,33468,33469,33470,33471,33472,33473,33474,33475,33476,33477,33478,36259,36262,36269,36270,36271,36272,36273,36274,36275,36276,36280,36283,36284,36330,36331,36332,36333,36334,36340,36341,36342,36345,36346,36347,36348,36349,36350,36352,36392,36393,36394,36395,36396,36397,36413,36487,36493,36518,36519,36520,36521,36522,36523,36524,36525,36579,36587,36589
c1.loc94	0	1	-0.59999999	208	ENSRNOG00000018521	synhomsame	12	10	-1	3	ENSMUSG00000026237	ortholog_one2one	33255,33256,33257,33258,33314,33357,33358,33359,33360,33361,33362,33363,33364,33365,33366,33384,33385,33450,33451,33452,33453,33454,33455,33456,33457,33458,33459,33460,33461,33462,33463,33464,33465,33466,33467,33468,33469,33470,33471,33472,33473,33474,33475,33476,33477,33478,36259,36262,36269,36270,36271,36272,36273,36274,36275,36276,36280,36283,36284,36330,36331,36332,36333,36334,36340,36341,36342,36345,36346,36347,36348,36349,36350,36352,36392,36393,36394,36395,36396,36397,36413,36487,36493,36518,36519,36520,36521,36522,36523,36524,36525,36579,36587,36589
c1.loc95	0	1	-0.59999999	208	ENSRNOG00000008428	synhomsame	152	7	77	83	ENSMUSG00000032259	ortholog_one2one	33255,33256,33257,33258,33314,33357,33358,33359,33360,33361,33362,33363,33364,33365,33366,33384,33385,33450,33451,33452,33453,33454,33455,33456,33457,33458,33459,33460,33461,33462,33463,33464,33465,33466,33467,33468,33469,33470,33471,33472,33473,33474,33475,33476,33477,33478,36259,36262,36269,36270,36271,36272,36273,36274,36275,36276,36280,36283,36284,36330,36331,36332,36333,36334,36340,36341,36342,36345,36346,36347,36348,36349,36350,36352,36392,36393,36394,36395,36396,36397,36413,36487,36493,36518,36519,36520,36521,36522,36523,36524,36525,36579,36587,36589
c1.loc95	0	1	-0.59999999	208	ENSRNOG00000014639	synhomsame	148	7	28.40221596	30.40221596	ENSMUSG00000046159	ortholog_one2one	33255,33256,33257,33258,33314,33357,33358,33359,33360,33361,33362,33363,33364,33365,33366,33384,33385,33450,33451,33452,33453,33454,33455,33456,33457,33458,33459,33460,33461,33462,33463,33464,33465,33466,33467,33468,33469,33470,33471,33472,33473,33474,33475,33476,33477,33478,36259,36262,36269,36270,36271,36272,36273,36274,36275,36276,36280,36283,36284,36330,36331,36332,36333,36334,36340,36341,36342,36345,36346,36347,36348,36349,36350,36352,36392,36393,36394,36395,36396,36397,36413,36487,36493,36518,36519,36520,36521,36522,36523,36524,36525,36579,36587,36589
c1.loc95	0	1	-0.59999999	208	ENSRNOG00000016685	synhomsame	148	7	28.40221596	30.40221596	ENSMUSG00000007480	ortholog_one2one	33255,33256,33257,33258,33314,33357,33358,33359,33360,33361,33362,33363,33364,33365,33366,33384,33385,33450,33451,33452,33453,33454,33455,33456,33457,33458,33459,33460,33461,33462,33463,33464,33465,33466,33467,33468,33469,33470,33471,33472,33473,33474,33475,33476,33477,33478,36259,36262,36269,36270,36271,36272,36273,36274,36275,36276,36280,36283,36284,36330,36331,36332,36333,36334,36340,36341,36342,36345,36346,36347,36348,36349,36350,36352,36392,36393,36394,36395,36396,36397,36413,36487,36493,36518,36519,36520,36521,36522,36523,36524,36525,36579,36587,36589
c1.loc95	0	1	-0.59999999	208	ENSRNOG00000017514	synhomsame	151	7	63	71	ENSMUSG00000000706	ortholog_one2one	33255,33256,33257,33258,33314,33357,33358,33359,33360,33361,33362,33363,33364,33365,33366,33384,33385,33450,33451,33452,33453,33454,33455,33456,33457,33458,33459,33460,33461,33462,33463,33464,33465,33466,33467,33468,33469,33470,33471,33472,33473,33474,33475,33476,33477,33478,36259,36262,36269,36270,36271,36272,36273,36274,36275,36276,36280,36283,36284,36330,36331,36332,36333,36334,36340,36341,36342,36345,36346,36347,36348,36349,36350,36352,36392,36393,36394,36395,36396,36397,36413,36487,36493,36518,36519,36520,36521,36522,36523,36524,36525,36579,36587,36589
c1.loc95	0	1	-0.59999999	208	ENSRNOG00000020787	synhomsame	147	7	23	28	ENSMUSG00000038194	ortholog_one2one	33255,33256,33257,33258,33314,33357,33358,33359,33360,33361,33362,33363,33364,33365,33366,33384,33385,33450,33451,33452,33453,33454,33455,33456,33457,33458,33459,33460,33461,33462,33463,33464,33465,33466,33467,33468,33469,33470,33471,33472,33473,33474,33475,33476,33477,33478,36259,36262,36269,36270,36271,36272,36273,36274,36275,36276,36280,36283,36284,36330,36331,36332,36333,36334,36340,36341,36342,36345,36346,36347,36348,36349,36350,36352,36392,36393,36394,36395,36396,36397,36413,36487,36493,36518,36519,36520,36521,36522,36523,36524,36525,36579,36587,36589
c1.loc96	0	1	-0.59999999	208	ENSRNOG00000002011	synhomsame	89	19	3	7	ENSMUSG00000029255	ortholog_one2one	33255,33256,33257,33258,33314,33357,33358,33359,33360,33361,33362,33363,33364,33365,33366,33384,33385,33450,33451,33452,33453,33454,33455,33456,33457,33458,33459,33460,33461,33462,33463,33464,33465,33466,33467,33468,33469,33470,33471,33472,33473,33474,33475,33476,33477,33478,36259,36262,36269,36270,36271,36272,36273,36274,36275,36276,36280,36283,36284,36330,36331,36332,36333,36334,36340,36341,36342,36345,36346,36347,36348,36349,36350,36352,36392,36393,36394,36395,36396,36397,36413,36487,36493,36518,36519,36520,36521,36522,36523,36524,36525,36579,36587,36589
c1.loc96	0	1	-0.59999999	208	ENSRNOG00000003476	synhomsame	152	7	77	83	ENSMUSG00000020838	ortholog_one2one	33255,33256,33257,33258,33314,33357,33358,33359,33360,33361,33362,33363,33364,33365,33366,33384,33385,33450,33451,33452,33453,33454,33455,33456,33457,33458,33459,33460,33461,33462,33463,33464,33465,33466,33467,33468,33469,33470,33471,33472,33473,33474,33475,33476,33477,33478,36259,36262,36269,36270,36271,36272,36273,36274,36275,36276,36280,36283,36284,36330,36331,36332,36333,36334,36340,36341,36342,36345,36346,36347,36348,36349,36350,36352,36392,36393,36394,36395,36396,36397,36413,36487,36493,36518,36519,36520,36521,36522,36523,36524,36525,36579,36587,36589
c1.loc96	0	1	-0.59999999	208	ENSRNOG00000007647	synhomsame	145	7	12	16	ENSMUSG00000025905	ortholog_one2one	33255,33256,33257,33258,33314,33357,33358,33359,33360,33361,33362,33363,33364,33365,33366,33384,33385,33450,33451,33452,33453,33454,33455,33456,33457,33458,33459,33460,33461,33462,33463,33464,33465,33466,33467,33468,33469,33470,33471,33472,33473,33474,33475,33476,33477,33478,36259,36262,36269,36270,36271,36272,36273,36274,36275,36276,36280,36283,36284,36330,36331,36332,36333,36334,36340,36341,36342,36345,36346,36347,36348,36349,36350,36352,36392,36393,36394,36395,36396,36397,36413,36487,36493,36518,36519,36520,36521,36522,36523,36524,36525,36579,36587,36589
c1.loc96	0	1	-0.59999999	208	ENSRNOG00000008428	synhomsame	152	7	77	83	ENSMUSG00000032259	ortholog_one2one	33255,33256,33257,33258,33314,33357,33358,33359,33360,33361,33362,33363,33364,33365,33366,33384,33385,33450,33451,33452,33453,33454,33455,33456,33457,33458,33459,33460,33461,33462,33463,33464,33465,33466,33467,33468,33469,33470,33471,33472,33473,33474,33475,33476,33477,33478,36259,36262,36269,36270,36271,36272,36273,36274,36275,36276,36280,36283,36284,36330,36331,36332,36333,36334,36340,36341,36342,36345,36346,36347,36348,36349,36350,36352,36392,36393,36394,36395,36396,36397,36413,36487,36493,36518,36519,36520,36521,36522,36523,36524,36525,36579,36587,36589
c1.loc97	0	1	-0.59999999	208	ENSRNOG00000003476	synhomsame	152	7	77	83	ENSMUSG00000020838	ortholog_one2one	33255,33256,33257,33258,33314,33357,33358,33359,33360,33361,33362,33363,33364,33365,33366,33384,33385,33450,33451,33452,33453,33454,33455,33456,33457,33458,33459,33460,33461,33462,33463,33464,33465,33466,33467,33468,33469,33470,33471,33472,33473,33474,33475,33476,33477,33478,36259,36262,36269,36270,36271,36272,36273,36274,36275,36276,36280,36283,36284,36330,36331,36332,36333,36334,36340,36341,36342,36345,36346,36347,36348,36349,36350,36352,36392,36393,36394,36395,36396,36397,36413,36487,36493,36518,36519,36520,36521,36522,36523,36524,36525,36579,36587,36589
c1.loc98	0	1	-0.59999999	208	ENSRNOG00000003476	synhomsame	152	7	77	83	ENSMUSG00000020838	ortholog_one2one	33255,33256,33257,33258,33314,33357,33358,33359,33360,33361,33362,33363,33364,33365,33366,33384,33385,33450,33451,33452,33453,33454,33455,33456,33457,33458,33459,33460,33461,33462,33463,33464,33465,33466,33467,33468,33469,33470,33471,33472,33473,33474,33475,33476,33477,33478,36259,36262,36269,36270,36271,36272,36273,36274,36275,36276,36280,36283,36284,36330,36331,36332,36333,36334,36340,36341,36342,36345,36346,36347,36348,36349,36350,36352,36392,36393,36394,36395,36396,36397,36413,36487,36493,36518,36519,36520,36521,36522,36523,36524,36525,36579,36587,36589
c1.loc98	0	1	-0.59999999	208	ENSRNOG00000008428	synhomsame	152	7	77	83	ENSMUSG00000032259	ortholog_one2one	33255,33256,33257,33258,33314,33357,33358,33359,33360,33361,33362,33363,33364,33365,33366,33384,33385,33450,33451,33452,33453,33454,33455,33456,33457,33458,33459,33460,33461,33462,33463,33464,33465,33466,33467,33468,33469,33470,33471,33472,33473,33474,33475,33476,33477,33478,36259,36262,36269,36270,36271,36272,36273,36274,36275,36276,36280,36283,36284,36330,36331,36332,36333,36334,36340,36341,36342,36345,36346,36347,36348,36349,36350,36352,36392,36393,36394,36395,36396,36397,36413,36487,36493,36518,36519,36520,36521,36522,36523,36524,36525,36579,36587,36589
c1.loc99	0	1	-0.59999999	208	ENSRNOG00000003476	synhomsame	152	7	77	83	ENSMUSG00000020838	ortholog_one2one	33255,33256,33257,33258,33314,33357,33358,33359,33360,33361,33362,33363,33364,33365,33366,33384,33385,33450,33451,33452,33453,33454,33455,33456,33457,33458,33459,33460,33461,33462,33463,33464,33465,33466,33467,33468,33469,33470,33471,33472,33473,33474,33475,33476,33477,33478,36259,36262,36269,36270,36271,36272,36273,36274,36275,36276,36280,36283,36284,36330,36331,36332,36333,36334,36340,36341,36342,36345,36346,36347,36348,36349,36350,36352,36392,36393,36394,36395,36396,36397,36413,36487,36493,36518,36519,36520,36521,36522,36523,36524,36525,36579,36587,36589
c10.loc13	4	10	7.80000019	16	ENSRNOG00000027042	synhomsame	21	11	21	27	ENSMUSG00000038541	ortholog_one2one	33275,33352,33367,33368,36343,36502
c10.loc56	7	10	33.79999924	65	ENSRNOG00000007159	synhomsame	26	11	44	60	ENSMUSG00000035385	ortholog_one2one	33275,33276,33277,36248,36358,36359,36360,36361,36362,36363,36364,36365,36497,36501,36502,36504
c10.loc57	7	10	33.79999924	65	ENSRNOG00000007159	synhomsame	26	11	44	60	ENSMUSG00000035385	ortholog_one2one	33275,33276,33277,36248,36358,36359,36360,36361,36362,36363,36364,36365,36497,36501,36502,36504
c10.loc58	7	10	33.79999924	65	ENSRNOG00000007159	synhomsame	26	11	44	60	ENSMUSG00000035385	ortholog_one2one	33275,33276,33277,36248,36358,36359,36360,36361,36362,36363,36364,36365,36497,36501,36502,36504
c10.loc69	8	10	65.80000305	70	ENSRNOG00000007159	synhomsame	26	11	44	60	ENSMUSG00000035385	ortholog_one2one	33277,36365,36369,36370
c13.loc16	14	13	7.89999962	31.89999962	ENSRNOG00000029861	synhomsame	6	1	69	71	ENSMUSG00000074183	ortholog_many2many	33251,33252,33253,36244,36245
c13.loc19	14	13	7.89999962	31.89999962	ENSRNOG00000029861	synhomsame	6	1	69	71	ENSMUSG00000074183	ortholog_many2many	33251,33252,33253,36244,36245
c13.loc20	14	13	7.89999962	31.89999962	ENSRNOG00000029861	synhomsame	6	1	69	71	ENSMUSG00000074183	ortholog_many2many	33251,33252,33253,36244,36245
c14.loc18	18	14	15.20000076	38.20000076	ENSRNOG00000018311	synhomsame	132	5	24.96774483	40	ENSMUSG00000030724	ortholog_one2one	33431,36474,36475,36476
c14.loc24	18	14	15.20000076	38.20000076	ENSRNOG00000018311	synhomsame	132	5	24.96774483	40	ENSMUSG00000030724	ortholog_one2one	33431,36474,36475,36476
c14.loc80	19	14	39.20000076	91	ENSRNOG00000017226	synhomsame	129	5	3	14	ENSMUSG00000018566	ortholog_one2one	33274,33318,33319,33320,33321,33322,33323,33324,33325,33326,33327,33328,33329,33330,33331,33336,33337,33428,33429,33431,36402,36435,36468,36469,36471,36472,36474,36535
c14.loc88	19	14	39.20000076	91	ENSRNOG00000020993	synhomsame	50	14	3	39	ENSMUSG00000024680	ortholog_one2one	33274,33318,33319,33320,33321,33322,33323,33324,33325,33326,33327,33328,33329,33330,33331,33336,33337,33428,33429,33431,36402,36435,36468,36469,36471,36472,36474,36535
c16.loc70	24	16	-1	85	ENSRNOG00000011853	synhomsame	50	14	3	39	ENSMUSG00000024513	ortholog_one2one	33335,33480,33481,33483,33528,36261,36267,36268,36315,36319,36322,36391,36441,36449,36485,36486,36556,36557,36558,36560,36561,36563,36564,36565
c16.loc71	24	16	-1	85	ENSRNOG00000011853	synhomsame	50	14	3	39	ENSMUSG00000024513	ortholog_one2one	33335,33480,33481,33483,33528,36261,36267,36268,36315,36319,36322,36391,36441,36449,36485,36486,36556,36557,36558,36560,36561,36563,36564,36565
c16.loc71	24	16	-1	85	ENSRNOG00000020643	synhomsame	50	14	3	39	ENSMUSG00000066979	ortholog_one2one	33335,33480,33481,33483,33528,36261,36267,36268,36315,36319,36322,36391,36441,36449,36485,36486,36556,36557,36558,36560,36561,36563,36564,36565
c16.loc75	24	16	-1	85	ENSRNOG00000009446	synhomsame	172	8	23	33	ENSMUSG00000015846	ortholog_one2one	33335,33480,33481,33483,33528,36261,36267,36268,36315,36319,36322,36391,36441,36449,36485,36486,36556,36557,36558,36560,36561,36563,36564,36565
c17.loc50	25	17	7.89999962	86	ENSRNOG00000010658	synhomsame	39	13	-1	1	ENSMUSG00000028179	ortholog_one2one	33305,33306,33307,33308,33378,33379,33386,33387,33388,36250,36251,36253,36254,36255,36257,36258,36505,36506,36534,36593
c5.loc132	52	5	112	140	ENSRNOG00000014081	synhomsame	125	4	80	83	ENSMUSG00000037393	ortholog_one2one	33417,33418,33419,33420,33421,36233,36234
c5.loc136	52	5	112	140	ENSRNOG00000014081	synhomsame	125	4	80	83	ENSMUSG00000037393	ortholog_one2one	33417,33418,33419,33420,33421,36233,36234
c6.loc106	55	6	97	143	ENSRNOG00000014124	synhomsame	37	12	38	40	ENSMUSG00000055994	ortholog_one2one	33301,33302,33303,36329
c6.loc107	55	6	97	143	ENSRNOG00000014124	synhomsame	37	12	38	40	ENSMUSG00000055994	ortholog_one2one	33301,33302,33303,36329
c6.loc108	55	6	97	143	ENSRNOG00000014124	synhomsame	37	12	38	40	ENSMUSG00000055994	ortholog_one2one	33301,33302,33303,36329
c6.loc109	55	6	97	143	ENSRNOG00000014124	synhomsame	37	12	38	40	ENSMUSG00000055994	ortholog_one2one	33301,33302,33303,36329
c6.loc14	53	6	-7.69999981	24.29999924	ENSRNOG00000005338	synhomsame	77	17	14.00709534	53	ENSMUSG00000039358	ortholog_one2one	33375,33376,33427,36400,36401
c6.loc14	53	6	-7.69999981	24.29999924	ENSRNOG00000024008	synhomsame	77	17	14.00709534	53	ENSMUSG00000044201	ortholog_one2one	33375,33376,33427,36400,36401
c6.loc24	53	6	-7.69999981	24.29999924	ENSRNOG00000007420	synhomsame	77	17	14.00709534	53	ENSMUSG00000053004	ortholog_one2one	33375,33376,33427,36400,36401
c6.loc27	53	6	-7.69999981	24.29999924	ENSRNOG00000007420	synhomsame	77	17	14.00709534	53	ENSMUSG00000053004	ortholog_one2one	33375,33376,33427,36400,36401
c6.loc31	54	6	25.10000038	92	ENSRNOG00000013862	synhomsame	35	12	23.96789742	25.96789742	ENSMUSG00000027368	ortholog_one2one	33281,33282,33283,33284,33285,33286,33287,33288,33289,33290,33291,33292,33293,33294,33295,33296,33297,33298,33299,33300,33301,36325,36326,36398,36399,36400,36528,36547,36548,36583,36588
c6.loc32	54	6	25.10000038	92	ENSRNOG00000013862	synhomsame	35	12	23.96789742	25.96789742	ENSMUSG00000027368	ortholog_one2one	33281,33282,33283,33284,33285,33286,33287,33288,33289,33290,33291,33292,33293,33294,33295,33296,33297,33298,33299,33300,33301,36325,36326,36398,36399,36400,36528,36547,36548,36583,36588
c6.loc53	54	6	25.10000038	92	ENSRNOG00000013862	synhomsame	35	12	23.96789742	25.96789742	ENSMUSG00000027368	ortholog_one2one	33281,33282,33283,33284,33285,33286,33287,33288,33289,33290,33291,33292,33293,33294,33295,33296,33297,33298,33299,33300,33301,36325,36326,36398,36399,36400,36528,36547,36548,36583,36588
c6.loc54	54	6	25.10000038	92	ENSRNOG00000013862	synhomsame	35	12	23.96789742	25.96789742	ENSMUSG00000027368	ortholog_one2one	33281,33282,33283,33284,33285,33286,33287,33288,33289,33290,33291,33292,33293,33294,33295,33296,33297,33298,33299,33300,33301,36325,36326,36398,36399,36400,36528,36547,36548,36583,36588
c6.loc57	54	6	25.10000038	92	ENSRNOG00000013862	synhomsame	35	12	23.96789742	25.96789742	ENSMUSG00000027368	ortholog_one2one	33281,33282,33283,33284,33285,33286,33287,33288,33289,33290,33291,33292,33293,33294,33295,33296,33297,33298,33299,33300,33301,36325,36326,36398,36399,36400,36528,36547,36548,36583,36588
c6.loc57	54	6	25.10000038	92	ENSRNOG00000014124	synhomsame	37	12	38	40	ENSMUSG00000055994	ortholog_one2one	33281,33282,33283,33284,33285,33286,33287,33288,33289,33290,33291,33292,33293,33294,33295,33296,33297,33298,33299,33300,33301,36325,36326,36398,36399,36400,36528,36547,36548,36583,36588
c6.loc58	54	6	25.10000038	92	ENSRNOG00000013862	synhomsame	35	12	23.96789742	25.96789742	ENSMUSG00000027368	ortholog_one2one	33281,33282,33283,33284,33285,33286,33287,33288,33289,33290,33291,33292,33293,33294,33295,33296,33297,33298,33299,33300,33301,36325,36326,36398,36399,36400,36528,36547,36548,36583,36588
c6.loc58	54	6	25.10000038	92	ENSRNOG00000014124	synhomsame	37	12	38	40	ENSMUSG00000055994	ortholog_one2one	33281,33282,33283,33284,33285,33286,33287,33288,33289,33290,33291,33292,33293,33294,33295,33296,33297,33298,33299,33300,33301,36325,36326,36398,36399,36400,36528,36547,36548,36583,36588
c6.loc59	54	6	25.10000038	92	ENSRNOG00000014124	synhomsame	37	12	38	40	ENSMUSG00000055994	ortholog_one2one	33281,33282,33283,33284,33285,33286,33287,33288,33289,33290,33291,33292,33293,33294,33295,33296,33297,33298,33299,33300,33301,36325,36326,36398,36399,36400,36528,36547,36548,36583,36588
c6.loc60	54	6	25.10000038	92	ENSRNOG00000014124	synhomsame	37	12	38	40	ENSMUSG00000055994	ortholog_one2one	33281,33282,33283,33284,33285,33286,33287,33288,33289,33290,33291,33292,33293,33294,33295,33296,33297,33298,33299,33300,33301,36325,36326,36398,36399,36400,36528,36547,36548,36583,36588
c6.loc71	54	6	25.10000038	92	ENSRNOG00000013862	synhomsame	35	12	23.96789742	25.96789742	ENSMUSG00000027368	ortholog_one2one	33281,33282,33283,33284,33285,33286,33287,33288,33289,33290,33291,33292,33293,33294,33295,33296,33297,33298,33299,33300,33301,36325,36326,36398,36399,36400,36528,36547,36548,36583,36588
c6.loc84	54	6	25.10000038	92	ENSRNOG00000014124	synhomsame	37	12	38	40	ENSMUSG00000055994	ortholog_one2one	33281,33282,33283,33284,33285,33286,33287,33288,33289,33290,33291,33292,33293,33294,33295,33296,33297,33298,33299,33300,33301,36325,36326,36398,36399,36400,36528,36547,36548,36583,36588
c6.loc85	54	6	25.10000038	92	ENSRNOG00000014124	synhomsame	37	12	38	40	ENSMUSG00000055994	ortholog_one2one	33281,33282,33283,33284,33285,33286,33287,33288,33289,33290,33291,33292,33293,33294,33295,33296,33297,33298,33299,33300,33301,36325,36326,36398,36399,36400,36528,36547,36548,36583,36588
c6.loc87	54	6	25.10000038	92	ENSRNOG00000014124	synhomsame	37	12	38	40	ENSMUSG00000055994	ortholog_one2one	33281,33282,33283,33284,33285,33286,33287,33288,33289,33290,33291,33292,33293,33294,33295,33296,33297,33298,33299,33300,33301,36325,36326,36398,36399,36400,36528,36547,36548,36583,36588
c6.loc88	54	6	25.10000038	92	ENSRNOG00000014124	synhomsame	37	12	38	40	ENSMUSG00000055994	ortholog_one2one	33281,33282,33283,33284,33285,33286,33287,33288,33289,33290,33291,33292,33293,33294,33295,33296,33297,33298,33299,33300,33301,36325,36326,36398,36399,36400,36528,36547,36548,36583,36588
c6.loc89	54	6	25.10000038	92	ENSRNOG00000014124	synhomsame	37	12	38	40	ENSMUSG00000055994	ortholog_one2one	33281,33282,33283,33284,33285,33286,33287,33288,33289,33290,33291,33292,33293,33294,33295,33296,33297,33298,33299,33300,33301,36325,36326,36398,36399,36400,36528,36547,36548,36583,36588
c6.loc91	54	6	25.10000038	92	ENSRNOG00000014124	synhomsame	37	12	38	40	ENSMUSG00000055994	ortholog_one2one	33281,33282,33283,33284,33285,33286,33287,33288,33289,33290,33291,33292,33293,33294,33295,33296,33297,33298,33299,33300,33301,36325,36326,36398,36399,36400,36528,36547,36548,36583,36588
